79,ccamo_mudder,LOOT_JUN_CCAMO_16,WEAPON_TEMP,h1_ccamo_jun_mudder_01,char_h1_camo_sas_ct_080_col,char_h1_camo_sas_woodland_080_col,,char_h1_camo_usmc_080_col,char_h1_camo_spetsnaz_080_col,char_h1_camo_spetsnaz_080_col,,char_h1_camo_arab_opfor_080_col,,0x100D1D7,
80,ccamo_liquidator,LOOT_JUN_CCAMO_17,WEAPON_TEMP,h1_ccamo_jun_liquidator_01,char_h1_camo_sas_ct_081_col,char_h1_camo_sas_woodland_081_col,,char_h1_camo_usmc_081_col,char_h1_camo_spetsnaz_081_col,char_h1_camo_spetsnaz_081_col,,char_h1_camo_arab_opfor_081_col,,0x100D1D8,
81,ccamo_neanderthal,LOOT_JUN_CCAMO_18,WEAPON_TEMP,h1_ccamo_jun_neanderthal_01,char_h1_camo_sas_ct_082_col,char_h1_camo_sas_woodland_082_col,,char_h1_camo_usmc_082_col,char_h1_camo_spetsnaz_082_col,char_h1_camo_spetsnaz_082_col,,char_h1_camo_arab_opfor_082_col,,0x100D1D9,
82,ccamo_reaper,LOOT_JUN_CCAMO_19,WEAPON_TEMP,h1_ccamo_jun_reaper_01,camo_h1_char_sas_ct_083,camo_h1_char_sas_woodland_083,,camo_h1_char_usmc_083,camo_h1_char_spetsnaz_woodland_083,camo_h1_char_spetsnaz_woodland_083,,camo_h1_char_arab_opfor_083,1,0x100D1DA,
83,ccamo_relic,LOOT_JUN_CCAMO_20,WEAPON_TEMP,h1_ccamo_jun_relic_01,char_h1_camo_sas_ct_084_col,char_h1_camo_sas_woodland_084_col,,char_h1_camo_usmc_084_col,char_h1_camo_spetsnaz_084_col,char_h1_camo_spetsnaz_084_col,,char_h1_camo_arab_opfor_084_col,,0x100D1DB,
84,ccamo_tribal,LOOT_JUN_CCAMO_21,WEAPON_TEMP,h1_ccamo_jun_tribal_01,camo_h1_char_sas_ct_085,camo_h1_char_sas_woodland_085,,camo_h1_char_usmc_085,camo_h1_char_spetsnaz_woodland_085,camo_h1_char_spetsnaz_woodland_085,,camo_h1_char_arab_opfor_085,1,0x100D1DC,
85,ccamo_bludgeon,LOOT_JUN_CCAMO_22,WEAPON_TEMP,h1_ccamo_jun_bludgeon_01,camo_h1_char_sas_ct_086,camo_h1_char_sas_woodland_086,,camo_h1_char_usmc_086,camo_h1_char_spetsnaz_woodland_086,camo_h1_char_spetsnaz_woodland_086,,camo_h1_char_arab_opfor_086,1,0x100D1DD,
86,ccamo_ranger,LOOT_JUN_CCAMO_05,WEAPON_TEMP,h1_ccamo_jun_ranger_01,char_h1_camo_sas_ct_069_col,char_h1_camo_sas_woodland_069_col,,char_h1_camo_usmc_069_col,char_h1_camo_spetsnaz_069_col,char_h1_camo_spetsnaz_069_col,,char_h1_camo_arab_opfor_069_col,,0x100D346,
87,ccamo_lynxcq300,LOOT_AUG_CCAMO_01,WEAPON_TEMP,h1_ccamo_aug_lynxcq300_01,camo_h1_char_sas_ct_087,camo_h1_char_spetsnaz_woodland_087,,camo_h1_char_usmc_087,camo_h1_char_spetsnaz_woodland_087,camo_h1_char_spetsnaz_woodland_087,,camo_h1_char_arab_opfor_087,1,0x100D385,
88,ccamo_pkpsd9,LOOT_AUG_CCAMO_02,WEAPON_TEMP,h1_ccamo_aug_pkpsd9_01,char_h1_camo_sas_ct_088_col,char_h1_camo_sas_woodland_088_col,,char_h1_camo_usmc_088_col,char_h1_camo_spetsnaz_088_col,char_h1_camo_spetsnaz_088_col,,char_h1_camo_arab_opfor_088_col,,0x100D386,
89,ccamo_br9,LOOT_AUG_CCAMO_03,WEAPON_TEMP,h1_ccamo_aug_br9_01,camo_h1_char_sas_ct_089,camo_h1_char_spetsnaz_woodland_089,,camo_h1_char_usmc_089,camo_h1_char_spetsnaz_woodland_089,camo_h1_char_spetsnaz_woodland_089,,camo_h1_char_arab_opfor_089,1,0x100D387,
90,ccamo_centermass,LOOT_AUG_CCAMO_04,WEAPON_TEMP,h1_ccamo_aug_centermass_01,char_h1_camo_sas_ct_090_col,char_h1_camo_sas_woodland_090_col,,char_h1_camo_usmc_090_col,char_h1_camo_spetsnaz_090_col,char_h1_camo_spetsnaz_090_col,,char_h1_camo_arab_opfor_090_col,,0x100D388,
91,ccamo_elder,LOOT_AUG_CCAMO_05,WEAPON_TEMP,h1_ccamo_aug_elder_01,camo_h1_char_sas_ct_091,camo_h1_char_spetsnaz_woodland_091,,camo_h1_char_usmc_091,camo_h1_char_spetsnaz_woodland_091,camo_h1_char_spetsnaz_woodland_091,,camo_h1_char_arab_opfor_091,1,0x100D389,
92,ccamo_obsidian,LOOT_AUG_CCAMO_06,WEAPON_TEMP,h1_ccamo_aug_obsidian_01,camo_h1_char_sas_ct_092,camo_h1_char_spetsnaz_woodland_092,,camo_h1_char_usmc_092,camo_h1_char_spetsnaz_woodland_092,camo_h1_char_spetsnaz_woodland_092,,camo_h1_char_arab_opfor_092,1,0x100D38A,
93,ccamo_ghillie,LOOT_AUG_CCAMO_07,WEAPON_TEMP,h1_ccamo_aug_ghillie_01,char_h1_camo_sas_ct_093_col,char_h1_camo_sas_woodland_093_col,,char_h1_camo_usmc_093_col,char_h1_camo_spetsnaz_093_col,char_h1_camo_spetsnaz_093_col,,char_h1_camo_arab_opfor_093_col,,0x100D38B,
94,ccamo_urbanoperator,LOOT_AUG_CCAMO_08,WEAPON_TEMP,h1_ccamo_aug_urbanoperator_01,char_h1_camo_sas_ct_094_col,char_h1_camo_sas_woodland_094_col,,char_h1_camo_usmc_094_col,char_h1_camo_spetsnaz_094_col,char_h1_camo_spetsnaz_094_col,,char_h1_camo_arab_opfor_094_col,,0x100D38C,
95,ccamo_firedrake,LOOT_AUG_CCAMO_09,WEAPON_TEMP,h1_ccamo_aug_firedrake_01,char_h1_camo_sas_ct_095_col,char_h1_camo_sas_woodland_095_col,,char_h1_camo_usmc_095_col,char_h1_camo_spetsnaz_095_col,char_h1_camo_spetsnaz_095_col,,char_h1_camo_arab_opfor_095_col,,0x100D38D,
96,ccamo_specops,LOOT_AUG_CCAMO_10,WEAPON_TEMP,h1_ccamo_aug_specops_01,camo_h1_char_sas_ct_096,camo_h1_char_spetsnaz_woodland_096,,camo_h1_char_usmc_096,camo_h1_char_spetsnaz_woodland_096,camo_h1_char_spetsnaz_woodland_096,,camo_h1_char_arab_opfor_096,1,0x100D38E,
97,ccamo_enforce,LOOT_AUG_CCAMO_11,WEAPON_TEMP,h1_ccamo_aug_enforce_01,char_h1_camo_sas_ct_097_col,char_h1_camo_sas_woodland_097_col,,char_h1_camo_usmc_097_col,char_h1_camo_spetsnaz_097_col,char_h1_camo_spetsnaz_097_col,,char_h1_camo_arab_opfor_097_col,,0x100D38F,
98,ccamo_barber,LOOT_AUG_CCAMO_12,WEAPON_TEMP,h1_ccamo_aug_barber_01,camo_h1_char_sas_ct_098,camo_h1_char_spetsnaz_woodland_098,,camo_h1_char_usmc_098,camo_h1_char_spetsnaz_woodland_098,camo_h1_char_spetsnaz_woodland_098,,camo_h1_char_arab_opfor_098,1,0x100D390,
99,ccamo_dangerclose,LOOT_AUG_CCAMO_13,WEAPON_TEMP,h1_ccamo_aug_dangerclose_01,char_h1_camo_sas_ct_099_col,char_h1_camo_sas_woodland_099_col,,char_h1_camo_usmc_099_col,char_h1_camo_spetsnaz_099_col,char_h1_camo_spetsnaz_099_col,,char_h1_camo_arab_opfor_099_col,,0x100D391,
