col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,
ch_silencer_h1_colt45,CHALLENGE_SILENCER_H1_COLT45,CHALLENGE_SILENCER_DESC,,1,challenge_pistol2,0,ch_barebone_h1_colt45,,,5,250,25,500,50,1000,,,,,,,,,,,,,97,,,,,,,,,,,,,,,ch_h1_colt45_gold,,,category_weapons,,
ch_prone_h1_deserteagle,CHALLENGE_PRONE_H1_DESERTEAGLE,CHALLENGE_PRONE_DESC,,1,challenge_pistol2,0,ch_crouch_h1_deserteagle,,,5,250,25,500,50,1000,,,,,,,,,,,,,98,,,,,,,,,,,,,,,ch_h1_deserteagle_gold,,,category_weapons,,
ch_silencer_h1_usp,CHALLENGE_SILENCER_H1_USP,CHALLENGE_SILENCER_DESC,,1,challenge_pistol2,0,ch_barebone_h1_usp,,,5,250,25,500,50,1000,,,,,,,,,,,,,99,,,,,,,,,,,,,,,ch_h1_usp_gold,,,category_weapons,,
ch_bootcamp_mastery,CHALLENGE_BOOTCAMP_MASTERY,CHALLENGE_MASTERY_DESC,,1,challenge_h1_bootcamp,8,,,,16,10000,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,ch_all_mastery,,,category_career,,
ch_uav,CHALLENGE_UAV,CHALLENGE_UAV_DESC,,1,challenge_h1_bootcamp,8,,,,1,250,50,1000,150,2500,,,,,,,,,,,,,101,,,,,,,,,,,,,,,ch_bootcamp_mastery,,,category_career,,
ch_airstrike,CHALLENGE_AIRSTRIKE,CHALLENGE_AIRSTRIKE_DESC,,1,challenge_h1_bootcamp,8,,,,1,250,25,1000,100,2500,,,,,,,,,,,,,102,,,,,,,,,,,,,,,ch_bootcamp_mastery,,,category_career,,
ch_chopper,CHALLENGE_CHOPPER,CHALLENGE_CHOPPER_DESC,,1,challenge_h1_bootcamp,8,,,,1,250,10,1000,50,2500,,,,,,,,,,,,,103,,,,,,,,,,,,,,,ch_bootcamp_mastery,,,category_career,,
ch_flyswatter,CHALLENGE_FLYSWATTER,CHALLENGE_FLYSWATTER_DESC,,1,challenge_h1_bootcamp,8,,,,1,250,10,1000,100,2500,,,,,,,,,,,,,104,,,,,,,,,,,,,,,ch_bootcamp_mastery,,,category_career,,
ch_marathon,CHALLENGE_MARATHON,CHALLENGE_MARATHON_DESC,,63360,challenge_h1_bootcamp,11,,,,1647360,250,3294720,1000,4942080,2500,,,,,,,,,,,,,105,,,,,,,,,,,,,,,ch_bootcamp_mastery,,,category_career,,
ch_goodbye,CHALLENGE_GOODBYE,CHALLENGE_GOODBYE_DESC,,1,challenge_h1_bootcamp,11,,,,1,250,5,1000,25,2500,,,,,,,,,,,,,106,,,,,,,,,,,,,,,ch_bootcamp_mastery,,,category_career,,
ch_basejump,CHALLENGE_BASEJUMP,CHALLENGE_BASEJUMP_DESC,,1,challenge_h1_bootcamp,11,,,,1,250,10,1000,25,2500,,,,,,,,,,,,,107,,,,,,,,,,,,,,,ch_bootcamp_mastery,,,category_career,,
ch_crouchshot,CHALLENGE_CROUCHSHOT,CHALLENGE_CROUCHSHOT_DESC,,1,challenge_h1_bootcamp,11,,,,5,250,15,500,30,1000,,,,,,,,,,,,,108,,,,,,,,,,,,,,,ch_bootcamp_mastery,,,category_career,,
ch_proneshot,CHALLENGE_PRONESHOT,CHALLENGE_PRONESHOT_DESC,,1,challenge_h1_bootcamp,14,,,,5,250,15,500,30,1000,,,,,,,,,,,,,109,,,,,,,,,,,,,,,ch_bootcamp_mastery,,,category_career,,
ch_grenadekill,CHALLENGE_GRENADEKILL,CHALLENGE_GRENADEKILL_DESC,,1,challenge_h1_bootcamp,14,,,,1,250,5,500,10,1000,,,,,,,,,,,,,110,,,,,,,,,,,,,,,ch_bootcamp_mastery,,,category_career,,
ch_assists,CHALLENGE_ASSISTS,CHALLENGE_ASSISTS_DESC,,1,challenge_h1_bootcamp,14,,,,5,250,15,500,30,1000,,,,,,,,,,,,,111,,,,,,,,,,,,,,,ch_bootcamp_mastery,,,category_career,,
ch_xrayvision,CHALLENGE_XRAYVISION,CHALLENGE_XRAYVISION_DESC,,1,challenge_h1_bootcamp,14,,,,1,250,5,500,15,1000,,,,,,,,,,,,,112,,,,,,,,,,,,,,,ch_bootcamp_mastery,,,category_career,,
ch_vandalism,CHALLENGE_VANDALISM,CHALLENGE_VANDALISM_DESC,,1,challenge_h1_bootcamp,17,,,,1,250,5,500,15,1000,,,,,,,,,,,,,113,,,,,,,,,,,,,,,ch_bootcamp_mastery,,,category_career,,
ch_exposed,CHALLENGE_EXPOSED,CHALLENGE_EXPOSED_DESC,,1,challenge_h1_bootcamp,17,,,,5,250,10,500,20,1000,,,,,,,,,,,,,114,,,,,,,,,,,,,,,ch_bootcamp_mastery,,,category_career,,
ch_backdraft,CHALLENGE_BACKDRAFT,CHALLENGE_BACKDRAFT_DESC,,1,challenge_h1_bootcamp,17,,,,1,250,5,500,15,1000,,,,,,,,,,,,,115,,,,,,,,,,,,,,,ch_bootcamp_mastery,,,category_career,,
ch_knifevet,CHALLENGE_KNIFEVET,CHALLENGE_KNIFEVET_DESC,,1,challenge_h1_bootcamp,17,,,,1,250,5,500,15,1000,,,,,,,,,,,,,116,,,,,,,,,,,,,,,ch_bootcamp_mastery,,,category_career,,
ch_gamemode_mastery,CHALLENGE_GAMEMODE_MASTERY,CHALLENGE_MASTERY_DESC,,1,challenge_h1_gamemodes,11,,,,28,10000,,,,,,,,,,,,,,,,,184,,,,,,,,,,,,,,,ch_all_mastery,,,category_career,,
ch_war_crushing,CHALLENGE_WAR_CRUSHING,CHALLENGE_WAR_CRUSHING_DESC,,1,challenge_h1_gamemodes,11,,,,5,500,10,1000,25,2500,,,,,,,,,,,,,191,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_collector,CHALLENGE_COLLECTOR,CHALLENGE_COLLECTOR_DESC,,1,challenge_h1_gamemodes,11,,,,25,500,100,1000,250,2500,,,,,,,,,,,,,185,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_save_yourself,CHALLENGE_SAVE_YOURSELF,CHALLENGE_SAVE_YOURSELF_DESC,,1,challenge_h1_gamemodes,11,,,,5,500,10,1000,25,2500,,,,,,,,,,,,,186,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_conf_wins,CHALLENGE_CONF_WINS,CHALLENGE_WINS_DESC,,1,challenge_h1_gamemodes,11,,,,5,500,25,2500,100,5000,,,,,,,,,,,,,198,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_denial,CHALLENGE_DENIAL,CHALLENGE_DENIAL_DESC,,1,challenge_h1_gamemodes,11,,,,10,500,25,2500,100,5000,,,,,,,,,,,,,200,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_victor_dm,CHALLENGE_VICTOR_DM,CHALLENGE_VICTOR_DM_DESC,,1,challenge_h1_gamemodes,20,,,,1,250,5,500,10,1000,,,,,,,,,,,,,118,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_teamplayer,CHALLENGE_TEAMPLAYER,CHALLENGE_TEAMPLAYER_DESC,,1,challenge_h1_gamemodes,20,,,,5,250,15,500,30,1000,,,,,,,,,,,,,119,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_victor_sd,CHALLENGE_VICTOR_SD,CHALLENGE_WINS_DESC,,1,challenge_h1_gamemodes,20,,,,5,250,15,500,30,1000,,,,,,,,,,,,,120,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_mvp_tdm,CHALLENGE_MVP_TDM,CHALLENGE_MVP_TDM_DESC,,1,challenge_h1_gamemodes,20,,,,1,250,25,1000,100,2500,,,,,,,,,,,,,121,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_dom_alphalock,CHALLENGE_DOM_ALPHALOCK,CHALLENGE_DOM_ALPHALOCK_DESC,,1,challenge_h1_gamemodes,20,,,,1,500,2,1000,5,2500,,,,,,,,,,,,,193,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_dom_bravolock,CHALLENGE_DOM_BRAVOLOCK,CHALLENGE_DOM_BRAVOLOCK_DESC,,1,challenge_h1_gamemodes,20,,,,1,500,2,1000,5,2500,,,,,,,,,,,,,194,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_dom_charlielock,CHALLENGE_DOM_CHARLIELOCK,CHALLENGE_DOM_CHARLIELOCK_DESC,,1,challenge_h1_gamemodes,20,,,,1,500,2,1000,5,2500,,,,,,,,,,,,,195,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_dom_aggression,CHALLENGE_DOM_AGGRESSION,CHALLENGE_DOM_AGGRESSION_DESC,,1,challenge_h1_gamemodes,20,,,,10,500,25,1000,100,2500,,,,,,,,,,,,,188,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_dom_wins,CHALLENGE_DOM_WINS,CHALLENGE_WINS_DESC,,1,challenge_h1_gamemodes,20,,,,5,500,25,2500,100,5000,,,,,,,,,,,,,197,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_teamplayer_hc,CHALLENGE_TEAMPLAYER_HC,CHALLENGE_TEAMPLAYER_HC_DESC,,1,challenge_h1_gamemodes,23,,,,1,250,5,500,15,1000,,,,,,,,,,,,,122,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_victor_sab,CHALLENGE_VICTOR_SAB,CHALLENGE_WINS_DESC,,1,challenge_h1_gamemodes,23,,,,5,250,20,500,50,1000,,,,,,,,,,,,,123,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_mvp_thc,CHALLENGE_MVP_THC,CHALLENGE_MVP_THC_DESC,,1,challenge_h1_gamemodes,23,,,,1,250,5,500,10,1000,,,,,,,,,,,,,124,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_bombdown,CHALLENGE_BOMBDOWN,CHALLENGE_BOMBDOWN_DESC,,1,challenge_h1_gamemodes,26,,,,1,250,25,1000,100,2500,,,,,,,,,,,,,125,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_bombdefender,CHALLENGE_BOMBDEFENDER,CHALLENGE_BOMBDEFENDER_DESC,,1,challenge_h1_gamemodes,26,,,,1,250,10,1000,25,2500,,,,,,,,,,,,,126,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_bombplanter,CHALLENGE_BOMBPLANTER,CHALLENGE_BOMBPLANTER_DESC,,1,challenge_h1_gamemodes,26,,,,1,250,10,1000,25,2500,,,,,,,,,,,,,127,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_hero,CHALLENGE_HERO,CHALLENGE_HERO_DESC,,1,challenge_h1_gamemodes,26,,,,1,250,10,1000,25,2500,,,,,,,,,,,,,128,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_lastmanstanding,CHALLENGE_LASTMANSTANDING,CHALLENGE_LASTMANSTANDING_DESC,,1,challenge_h1_gamemodes,26,,,,1,250,10,1000,50,2500,,,,,,,,,,,,,129,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_sd_destroyer,CHALLENGE_SD_DESTROYER,CHALLENGE_SD_DESTROYER_DESC,,1,challenge_h1_gamemodes,32,,,,5,500,10,1000,25,2500,,,,,,,,,,,,,187,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_dm_crushing,CHALLENGE_DM_CRUSHING,CHALLENGE_DM_CRUSHING_DESC,,1,challenge_h1_gamemodes,32,,,,1,500,5,1000,10,2500,,,,,,,,,,,,,192,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_dm_wins,CHALLENGE_DM_WINS,CHALLENGE_WINS_DESC,,1,challenge_h1_gamemodes,32,,,,5,500,10,2500,25,5000,,,,,,,,,,,,,196,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_koth_wins,CHALLENGE_KOTH_WINS,CHALLENGE_WINS_DESC,,1,challenge_h1_gamemodes,41,,,,5,500,25,2500,100,5000,,,,,,,,,,,,,199,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_hq_aggression,CHALLENGE_HQ_AGGRESSION,CHALLENGE_HQ_AGGRESSION_DESC,,1,challenge_h1_gamemodes,41,,,,5,500,10,1000,50,2500,,,,,,,,,,,,,189,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_hq_destroyer,CHALLENGE_HQ_DESTROYER,CHALLENGE_HQ_DESTROYER_DESC,,1,challenge_h1_gamemodes,41,,,,5,500,10,1000,50,2500,,,,,,,,,,,,,190,,,,,,,,,,,,,,,ch_gamemode_mastery,,,category_career,,
ch_killer_mastery,CHALLENGE_KILLER_MASTERY,CHALLENGE_MASTERY_DESC,,1,challenge_h1_killer,29,,,,16,10000,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,ch_all_mastery,,,category_career,,
ch_claymoreshot,CHALLENGE_CLAYMORESHOT,CHALLENGE_CLAYMORESHOT_DESC,,1,challenge_h1_killer,29,,,,1,250,5,1000,20,2500,,,,,,,,,,,,,131,,,,,,,,,,,,,,,ch_killer_mastery,,,category_career,,
ch_expert_assault,CHALLENGE_EXPERT_ASSAULT,CHALLENGE_EXPERT_ASSAULT_DESC,,1,challenge_h1_killer,29,,,,5,250,25,500,50,1000,,,,,,,,,,,,,132,,,,,,,,,,,,,,,ch_killer_mastery,,,category_career,,
ch_expert_smg,CHALLENGE_EXPERT_SMG,CHALLENGE_EXPERT_SMG_DESC,,1,challenge_h1_killer,29,,,,5,250,25,500,50,1000,,,,,,,,,,,,,133,,,,,,,,,,,,,,,ch_killer_mastery,,,category_career,,
ch_expert_lmg,CHALLENGE_EXPERT_LMG,CHALLENGE_EXPERT_LMG_DESC,,1,challenge_h1_killer,29,,,,5,250,25,500,50,1000,,,,,,,,,,,,,134,,,,,,,,,,,,,,,ch_killer_mastery,,,category_career,,
ch_laststandvet,CHALLENGE_LASTSTANDVET,CHALLENGE_LASTSTANDVET_DESC,,1,challenge_h1_killer,32,,,,1,250,5,500,15,1000,,,,,,,,,,,,,135,,,,,,,,,,,,,,,ch_killer_mastery,,,category_career,,
ch_masterchef,CHALLENGE_MASTERCHEF,CHALLENGE_MASTERCHEF_DESC,,1,challenge_h1_killer,32,,,,5,250,10,500,20,1000,,,,,,,,,,,,,136,,,,,,,,,,,,,,,ch_killer_mastery,,,category_career,,
ch_airstrikevet,CHALLENGE_AIRSTRIKEVET,CHALLENGE_AIRSTRIKEVET_DESC,,1,challenge_h1_killer,32,,,,5,250,15,500,30,1000,,,,,,,,,,,,,137,,,,,,,,,,,,,,,ch_killer_mastery,,,category_career,,
ch_choppervet,CHALLENGE_CHOPPERVET,CHALLENGE_CHOPPERVET_DESC,,1,challenge_h1_killer,32,,,,5,250,15,500,30,1000,,,,,,,,,,,,,138,,,,,,,,,,,,,,,ch_killer_mastery,,,category_career,,
ch_concussionvet,CHALLENGE_CONCUSSIONVET,CHALLENGE_CONCUSSIONVET_DESC,,1,challenge_h1_killer,35,,,,5,250,10,500,25,1000,,,,,,,,,,,,,139,,,,,,,,,,,,,,,ch_killer_mastery,,,category_career,,
ch_multirpg,CHALLENGE_MULTIRPG,CHALLENGE_MULTIRPG_DESC,,1,challenge_h1_killer,35,,,,1,250,10,1000,25,2500,,,,,,,,,,,,,140,,,,,,,,,,,,,,,ch_killer_mastery,,,category_career,,
ch_martyrdomvet,CHALLENGE_MARTYRDOMVET,CHALLENGE_MARTYRDOMVET_DESC,,1,challenge_h1_killer,35,,,,1,250,5,500,15,1000,,,,,,,,,,,,,141,,,,,,,,,,,,,,,ch_killer_mastery,,,category_career,,
ch_multiclaymore,CHALLENGE_MULTICLAYMORE,CHALLENGE_MULTICLAYMORE_DESC,,1,challenge_h1_killer,35,,,,1,250,5,1000,10,2500,,,,,,,,,,,,,142,,,,,,,,,,,,,,,ch_killer_mastery,,,category_career,,
ch_stealth,CHALLENGE_STEALTH,CHALLENGE_STEALTH_DESC,,1,challenge_h1_killer,38,,,,10,250,25,500,50,1000,,,,,,,,,,,,,143,,,,,,,,,,,,,,,ch_killer_mastery,,,category_career,,
ch_invisible,CHALLENGE_INVISIBLE,CHALLENGE_INVISIBLE_DESC,,1,challenge_h1_killer,38,,,,5,250,25,500,50,1000,,,,,,,,,,,,,144,,,,,,,,,,,,,,,ch_killer_mastery,,,category_career,,
ch_counterclaymore,CHALLENGE_COUNTERCLAYMORE,CHALLENGE_COUNTERCLAYMORE_DESC,,1,challenge_h1_killer,38,,,,1,250,5,500,10,1000,,,,,,,,,,,,,145,,,,,,,,,,,,,,,ch_killer_mastery,,,category_career,,
ch_counterc4,CHALLENGE_COUNTERC4,CHALLENGE_COUNTERC4_DESC,,1,challenge_h1_killer,38,,,,1,250,5,500,10,1000,,,,,,,,,,,,,146,,,,,,,,,,,,,,,ch_killer_mastery,,,category_career,,
ch_humiliation_mastery,CHALLENGE_HUMILIATION_MASTERY,CHALLENGE_MASTERY_DESC,,1,challenge_h1_humiliation,41,,,,20,10000,,,,,,,,,,,,,,,,,147,,,,,,,,,,,,,,,ch_all_mastery,,,category_career,,
ch_airborne,CHALLENGE_AIRBORNE,CHALLENGE_AIRBORNE_DESC,,1,challenge_h1_humiliation,41,,,,1,250,5,1000,10,2500,,,,,,,,,,,,,148,,,,,,,,,,,,,,,ch_humiliation_mastery,,,category_career,,
ch_multifrag,CHALLENGE_MULTIFRAG,CHALLENGE_MULTIFRAG_DESC,,1,challenge_h1_humiliation,41,,,,1,250,10,1000,50,2500,,,,,,,,,,,,,149,,,,,,,,,,,,,,,ch_humiliation_mastery,,,category_career,,
ch_carpetbomb,CHALLENGE_CARPETBOMB,CHALLENGE_CARPETBOMB_DESC,,1,challenge_h1_humiliation,41,,,,1,250,10,1000,25,2500,,,,,,,,,,,,,150,,,,,,,,,,,,,,,ch_humiliation_mastery,,,category_career,,
ch_mgmaster,CHALLENGE_MGMASTER,CHALLENGE_MGMASTER_DESC,,1,challenge_h1_humiliation,41,,,,1,250,5,1000,10,2500,,,,,,,,,,,,,151,,,,,,,,,,,,,,,ch_humiliation_mastery,,,category_career,,
ch_slasher,CHALLENGE_SLASHER,CHALLENGE_SLASHER_DESC,,1,challenge_h1_humiliation,44,,,,1,250,5,1000,10,2500,,,,,,,,,,,,,152,,,,,,,,,,,,,,,ch_humiliation_mastery,,,category_career,,
ch_multic4,CHALLENGE_MULTIC4,CHALLENGE_MULTIC4_DESC,,1,challenge_h1_humiliation,44,,,,1,250,10,1000,25,2500,,,,,,,,,,,,,153,,,,,,,,,,,,,,,ch_humiliation_mastery,,,category_career,,
ch_hotpotato,CHALLENGE_HOTPOTATO,CHALLENGE_HOTPOTATO_DESC,,1,challenge_h1_humiliation,44,,,,1,250,5,500,15,1000,,,,,,,,,,,,,154,,,,,,,,,,,,,,,ch_humiliation_mastery,,,category_career,,
ch_carbomb,CHALLENGE_CARBOMB,CHALLENGE_CARBOMB_DESC,,1,challenge_h1_humiliation,44,,,,1,250,10,1000,25,2500,,,,,,,,,,,,,155,,,,,,,,,,,,,,,ch_humiliation_mastery,,,category_career,,
ch_backstabber,CHALLENGE_BACKSTABBER,CHALLENGE_BACKSTABBER_DESC,,1,challenge_h1_humiliation,46,,,,1,250,10,1000,50,2500,,,,,,,,,,,,,156,,,,,,,,,,,,,,,ch_humiliation_mastery,,,category_career,,
ch_slowbutsure,CHALLENGE_SLOWBUTSURE,CHALLENGE_SLOWBUTSURE_DESC,,1,challenge_h1_humiliation,46,,,,1,250,10,500,25,1000,,,,,,,,,,,,,157,,,,,,,,,,,,,,,ch_humiliation_mastery,,,category_career,,
ch_flashbangvet,CHALLENGE_FLASHBANGVET,CHALLENGE_FLASHBANGVET_DESC,,1,challenge_h1_humiliation,46,,,,5,250,10,500,25,1000,,,,,,,,,,,,,158,,,,,,,,,,,,,,,ch_humiliation_mastery,,,category_career,,
ch_miserylovescompany,CHALLENGE_MISERYLOVESCOMPANY,CHALLENGE_MISERYLOVESCOMPANY_DESC,,1,challenge_h1_humiliation,46,,,,1,250,2,500,3,1000,,,,,,,,,,,,,159,,,,,,,,,,,,,,,ch_humiliation_mastery,,,category_career,,
ch_ouch,CHALLENGE_OUCH,CHALLENGE_OUCH_DESC,,1,challenge_h1_humiliation,47,,,,1,250,5,500,15,1000,,,,,,,,,,,,,160,,,,,,,,,,,,,,,ch_humiliation_mastery,,,category_career,,
ch_rival,CHALLENGE_RIVAL,CHALLENGE_RIVAL_DESC,,1,challenge_h1_humiliation,47,,,,1,250,5,1000,10,2500,,,,,,,,,,,,,161,,,,,,,,,,,,,,,ch_humiliation_mastery,,,category_career,,
ch_cruelty,CHALLENGE_CRUELTY,CHALLENGE_CRUELTY_DESC,,1,challenge_h1_humiliation,47,,,,1,250,5,1000,10,2500,,,,,,,,,,,,,162,,,,,,,,,,,,,,,ch_humiliation_mastery,,,category_career,,
ch_thinkfast,CHALLENGE_THINKFAST,CHALLENGE_THINKFAST_DESC,,1,challenge_h1_humiliation,47,,,,1,250,5,1000,10,2500,,,,,,,,,,,,,163,,,,,,,,,,,,,,,ch_humiliation_mastery,,,category_career,,
ch_thinkfastconcussion,CHALLENGE_THINKFASTCONCUSSION,CHALLENGE_THINKFASTCONCUSSION_DESC,,1,challenge_h1_humiliation,49,,,,1,250,5,1000,10,2500,,,,,,,,,,,,,164,,,,,,,,,,,,,,,ch_humiliation_mastery,,,category_career,,
ch_thinkfastflash,CHALLENGE_THINKFASTFLASH,CHALLENGE_THINKFASTFLASH_DESC,,1,challenge_h1_humiliation,49,,,,1,250,5,1000,10,2500,,,,,,,,,,,,,165,,,,,,,,,,,,,,,ch_humiliation_mastery,,,category_career,,
ch_returntosender,CHALLENGE_RETURNTOSENDER,CHALLENGE_RETURNTOSENDER_DESC,,1,challenge_h1_humiliation,49,,,,1,250,2,1000,3,2500,,,,,,,,,,,,,166,,,,,,,,,,,,,,,ch_humiliation_mastery,,,category_career,,
ch_blindfire,CHALLENGE_BLINDFIRE,CHALLENGE_BLINDFIRE_DESC,,1,challenge_h1_humiliation,49,,,,1,250,5,1000,10,2500,,,,,,,,,,,,,167,,,,,,,,,,,,,,,ch_humiliation_mastery,,,category_career,,
ch_perk_mastery,CHALLENGE_PERK_MASTERY,CHALLENGE_MASTERY_DESC,,1,challenge_h1_perks,4,,,,15,10000,,,,,,,,,,,,,,,,,168,,,,,,,,,,,,,,,ch_all_mastery,,,category_career,,
ch_stoppingpower,CHALLENGE_STOPPINGPOWER,CHALLENGE_STOPPINGPOWER_DESC,,1,challenge_h1_perks,4,,,,50,500,250,2500,500,5000,,,,,,,,,,,,,169,,,,,,,,,,,,,,,ch_perk_mastery,,,category_career,,
ch_juggernaut,CHALLENGE_JUGGERNAUT,CHALLENGE_JUGGERNAUT_DESC,,1,challenge_h1_perks,4,,,,10,500,25,2500,100,5000,,,,,,,,,,,,,170,,,,,,,,,,,,,,,ch_perk_mastery,,,category_career,,
ch_sleightofhand,CHALLENGE_SLEIGHTOFHAND,CHALLENGE_SLEIGHTOFHAND_DESC,,1,challenge_h1_perks,19,,,,10,500,25,2500,50,5000,,,,,,,,,,,,,171,,,,,,,,,,,,,,,ch_perk_mastery,,,category_career,,
ch_doubletap,CHALLENGE_DOUBLETAP,CHALLENGE_DOUBLETAP_DESC,,1,challenge_h1_perks,28,,,,10,500,50,2500,100,5000,,,,,,,,,,,,,172,,,,,,,,,,,,,,,ch_perk_mastery,,,category_career,,
ch_overkill,CHALLENGE_OVERKILL,CHALLENGE_OVERKILL_DESC,,1,challenge_h1_perks,37,,,,25,500,100,2500,300,5000,,,,,,,,,,,,,173,,,,,,,,,,,,,,,ch_perk_mastery,,,category_career,,
ch_uavjammer,CHALLENGE_UAVJAMMER,CHALLENGE_UAVJAMMER_DESC,,1,challenge_h1_perks,10,,,,25,500,100,2500,250,5000,,,,,,,,,,,,,174,,,,,,,,,,,,,,,ch_perk_mastery,,,category_career,,
ch_sonicboom,CHALLENGE_SONICBOOM,CHALLENGE_SONICBOOM_DESC,,1,challenge_h1_perks,4,,,,10,500,50,2500,200,5000,,,,,,,,,,,,,175,,,,,,,,,,,,,,,ch_perk_mastery,,,category_career,,
ch_extremeconditioning,CHALLENGE_EXTREMECONDITIONING,CHALLENGE_EXTREMECONDITIONING_DESC,,1,challenge_h1_perks,4,,,,2,500,26,2500,52,5000,,,,,,,,,,,,,176,,,,,,,,,,,,,,,ch_perk_mastery,,,category_career,,
ch_steadyaim,CHALLENGE_STEADYAIM,CHALLENGE_STEADYAIM_DESC,,1,challenge_h1_perks,4,,,,25,500,100,2500,300,5000,,,,,,,,,,,,,177,,,,,,,,,,,,,,,ch_perk_mastery,,,category_career,,
ch_laststand,CHALLENGE_LASTSTAND,CHALLENGE_LASTSTAND_DESC,,1,challenge_h1_perks,7,,,,1,500,25,2500,50,5000,,,,,,,,,,,,,178,,,,,,,,,,,,,,,ch_perk_mastery,,,category_career,,
ch_martyrdom,CHALLENGE_MARTYRDOM,CHALLENGE_MARTYRDOM_DESC,,1,challenge_h1_perks,16,,,,1,500,3,2500,5,5000,,,,,,,,,,,,,179,,,,,,,,,,,,,,,ch_perk_mastery,,,category_career,,
ch_deepimpact,CHALLENGE_DEEPIMPACT,CHALLENGE_DEEPIMPACT_DESC,,1,challenge_h1_perks,4,,,,25,500,100,2500,300,5000,,,,,,,,,,,,,180,,,,,,,,,,,,,,,ch_perk_mastery,,,category_career,,
ch_ironlungs,CHALLENGE_IRONLUNGS,CHALLENGE_IRONLUNGS_DESC,,1,challenge_h1_perks,25,,,,25,500,100,2500,250,5000,,,,,,,,,,,,,181,,,,,,,,,,,,,,,ch_perk_mastery,,,category_career,,
ch_deadsilence,CHALLENGE_DEADSILENCE,CHALLENGE_DEADSILENCE_DESC,,1,challenge_h1_perks,43,,,,25,500,100,2500,250,5000,,,,,,,,,,,,,182,,,,,,,,,,,,,,,ch_perk_mastery,,,category_career,,
ch_eavesdrop,CHALLENGE_EAVESDROP,CHALLENGE_EAVESDROP_DESC,,1,challenge_h1_perks,34,,,,25,500,100,2500,300,5000,,,,,,,,,,,,,183,,,,,,,,,,,,,,,ch_perk_mastery,,,category_career,,
ch_valor_mastery,CHALLENGE_VALOR_MASTERY,CHALLENGE_MASTERY_DESC,,1,challenge_h1_valor,50,,,,33,10000,,,,,,,,,,,,,,,,,201,,,,,,,,,,,,,,,ch_all_mastery,,,category_career,,
ch_thebrink,CHALLENGE_THEBRINK,CHALLENGE_THEBRINK_DESC,,1,challenge_h1_valor,50,,,,1,250,10,1000,25,2500,,,,,,,,,,,,,202,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_collateraldamage,CHALLENGE_COLLATERALDAMAGE,CHALLENGE_COLLATERALDAMAGE_DESC,,1,challenge_h1_valor,50,,,,1,250,5,1000,10,2500,,,,,,,,,,,,,203,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_theedge,CHALLENGE_THEEDGE,CHALLENGE_THEEDGE_DESC,,1,challenge_h1_valor,50,,,,1,250,5,1000,10,2500,,,,,,,,,,,,,204,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
