id,name,localizedStringID,content promo,reward,item 0,item 1,item 2,item 3,item 4,item 5,item 6,item 7,productionLevel,
134,itemset_jun_summertime,LOOT_JUN_ITEMSET_01_SUMMERTIME,2,0x6300045,0x100D1C8,0x100D20D,0x100D248,0x100D109,0x100D297,0x100D2E2,,,LootDrop5,
135,itemset_jun_nauticus,LOOT_JUN_ITEMSET_02_NAUTICUS,2,0x100D107,0x100D1C9,0x100D20E,0x100D249,0x100D298,0x100D2E3,0x100D1EE,,,LootDrop5,
136,itemset_jun_celebration,LOOT_JUN_ITEMSET_03_CELEBRATION,2,0x100D1F1,0x100D1CA,0x100D20F,0x100D24A,0x100D299,0x100D2E4,0x6300053,,,LootDrop5,
137,itemset_jun_pyrotechnic,LOOT_JUN_ITEMSET_04_PYROTECHNIC,2,0x100D1F9,0x100D1CB,0x100D210,0x100D24B,0x100D29A,0x100D2E5,0x630004D,,,LootDrop5,
138,itemset_jun_vacation,LOOT_JUN_ITEMSET_05_VACATION,2,0x100D2B3,0x100D2AC,0x100D2AD,0x100D2AE,0x100D2AF,0x100D2B0,0x100D2B1,0x100D2B2,,LootDrop5,
139,itemset_jun_heatwave,LOOT_JUN_ITEMSET_06_HEATWAVE,2,0x100D2FE,0x100D2F7,0x100D2F8,0x100D2F9,0x100D2FA,0x100D2FB,0x100D2FC,0x100D2FD,,LootDrop5,
140,itemset_jun_stac330,LOOT_JUN_ITEMSET_08_STAC330,0,0x100D1AE,0x100D1CD,0x100D212,0x100D24D,0x100D29B,0x100D2E6,0x6300042,,,LootDrop5,
141,itemset_jun_beredmk8,LOOT_JUN_ITEMSET_09_BEREDMK8,0,0x100D1AA,0x100D1CE,0x100D213,0x100D24E,0x100D29C,0x100D2E7,0x6300043,,,LootDrop5,
142,itemset_jun_wolfen,LOOT_JUN_ITEMSET_10_WOLFEN,0,0x100D1EF,0x100D1CF,0x100D214,0x100D24F,0x100D29D,0x100D2E8,0x6300044,,,LootDrop5,
143,itemset_jun_warscarred,LOOT_JUN_ITEMSET_11_WARSCARRED,0,0x100D1F3,0x100D1D0,0x100D215,0x100D250,0x100D29E,0x100D2E9,0x6300046,,,LootDrop5,
144,itemset_jun_slate,LOOT_JUN_ITEMSET_12_SLATE,0,0x100D1F5,0x100D1D1,0x100D216,0x100D251,0x100D29F,0x100D2EA,0x6300051,,,LootDrop5,
145,itemset_jun_grisly,LOOT_JUN_ITEMSET_13_GRISLY,0,0x100D1F7,0x100D1D2,0x100D217,0x100D252,0x100D2A0,0x100D2EB,0x6300052,,,LootDrop5,
146,itemset_jun_blackout,LOOT_JUN_ITEMSET_14_BLACKOUT,0,0x100D1FB,0x100D1D3,0x100D218,0x100D253,0x100D2A1,0x100D2EC,0x6300047,,,LootDrop5,
147,itemset_jun_glacier,LOOT_JUN_ITEMSET_15_GLACIER,0,0x100D1FD,0x100D1D4,0x100D219,0x100D254,0x100D2A2,0x100D2ED,0x6300048,,,LootDrop5,
148,itemset_jun_masterpiece,LOOT_JUN_ITEMSET_16_MASTERPIECE,0,0x100D1FF,0x100D1D5,0x100D21A,0x100D255,0x100D2A3,0x100D2EE,0x6300049,,,LootDrop5,
149,itemset_jun_don,LOOT_JUN_ITEMSET_17_DON,0,0x100D201,0x100D1D6,0x100D21B,0x100D256,0x100D2A4,0x100D2EF,0x630004A,,,LootDrop5,
150,itemset_jun_mudder,LOOT_JUN_ITEMSET_18_MUDDER,0,0x100D203,0x100D1D7,0x100D21C,0x100D257,0x100D2A5,0x100D2F0,0x6300054,,,LootDrop5,
151,itemset_jun_liquidator,LOOT_JUN_ITEMSET_19_LIQUIDATOR,0,0x100D205,0x100D1D8,0x100D21D,0x100D258,0x100D2A6,0x100D2F1,0x6300055,,,LootDrop5,
152,itemset_jun_neanderthal,LOOT_JUN_ITEMSET_20_NEANDERTHAL,0,0x100D207,0x100D1D9,0x100D21E,0x100D259,0x100D2A7,0x100D2F2,0x630004B,,,LootDrop5,
153,itemset_jun_reaper,LOOT_JUN_ITEMSET_21_REAPER,0,0x100D209,0x100D1DA,0x100D21F,0x100D25A,0x100D2A8,0x100D2F3,0x630004C,,,LootDrop5,
154,itemset_jun_relic,LOOT_JUN_ITEMSET_22_RELIC,0,0x100D20B,0x100D1DB,0x100D25B,0x100D105,0x100D2A9,0x100D2F4,0x6300041,,,LootDrop5,
155,itemset_jun_tribal,LOOT_JUN_ITEMSET_23_TRIBAL,0,0x100D1A4,0x100D1DC,0x100D220,0x100D25C,0x100D2AA,0x100D2F5,0x630004F,,,LootDrop5,
156,itemset_jun_bludgeon,LOOT_JUN_ITEMSET_24_BLUDGEON,0,0x100D103,0x100D1DD,0x100D221,0x100D25D,0x100D2AB,0x100D2F6,0x6300050,,,LootDrop5,
157,itemset_jun_foliage,LOOT_JUN_ITEMSET_25_FOILAGE,0,0x100D265,0x100D25E,0x100D25F,0x100D260,0x100D261,0x100D262,0x100D263,0x100D264,,LootDrop5,
158,itemset_jun_flow,LOOT_JUN_ITEMSET_26_FLOW,0,0x100D26E,0x100D267,0x100D268,0x100D269,0x100D26A,0x100D26B,0x100D26C,0x100D26D,,LootDrop5,
159,itemset_jun_pixel,LOOT_JUN_ITEMSET_27_PIXEL,0,0x100D277,0x100D270,0x100D271,0x100D272,0x100D273,0x100D274,0x100D275,0x100D276,,LootDrop5,
160,itemset_jun_texture,LOOT_JUN_ITEMSET_28_TEXTURE,0,0x100D280,0x100D279,0x100D27A,0x100D27B,0x100D27C,0x100D27D,0x100D27E,0x100D27F,,LootDrop5,
161,itemset_jun_iris,LOOT_JUN_ITEMSET_29_IRIS,0,0x100D289,0x100D282,0x100D283,0x100D284,0x100D285,0x100D286,0x100D287,0x100D288,,LootDrop5,
162,itemset_jun_burnt,LOOT_JUN_ITEMSET_30_BURNT,0,0x100D292,0x100D28B,0x100D28C,0x100D28D,0x100D28E,0x100D28F,0x100D290,0x100D291,,LootDrop5,
163,itemset_jun_primordial,LOOT_JUN_ITEMSET_31_PRIMORDIAL,0,0x100D2BC,0x100D2B5,0x100D2B6,0x100D2B7,0x100D2B8,0x100D2B9,0x100D2BA,0x100D2BB,,LootDrop5,
164,itemset_jun_redbeard,LOOT_JUN_ITEMSET_32_REDBEARD,0,0x100D2C5,0x100D2BE,0x100D2BF,0x100D2C0,0x100D2C1,0x100D2C2,0x100D2C3,0x100D2C4,,LootDrop5,
165,itemset_jun_tempest,LOOT_JUN_ITEMSET_33_TEMPEST,0,0x100D2CE,0x100D2C7,0x100D2C8,0x100D2C9,0x100D2CA,0x100D2CB,0x100D2CC,0x100D2CD,,LootDrop5,
166,itemset_jun_cuttingedge,LOOT_JUN_ITEMSET_34_CUTTINGEDGE,0,0x100D2D7,0x100D2D0,0x100D2D1,0x100D2D2,0x100D2D3,0x100D2D4,0x100D2D5,0x100D2D6,,LootDrop5,
167,itemset_jun_graffiti,LOOT_JUN_ITEMSET_35_GRAFFITI,0,0x100D2E0,0x100D2D9,0x100D2DA,0x100D2DB,0x100D2DC,0x100D2DD,0x100D2DE,0x100D2DF,,LootDrop5,
168,itemset_jun_airborne,LOOT_JUN_ITEMSET_36_AIRBORNE,0,0x100D307,0x100D300,0x100D301,0x100D302,0x100D303,0x100D304,0x100D305,0x100D306,,LootDrop5,
169,itemset_jun_jester,LOOT_JUN_ITEMSET_37_JESTER,0,0x100D310,0x100D309,0x100D30A,0x100D30B,0x100D30C,0x100D30D,0x100D30E,0x100D30F,,LootDrop5,
170,itemset_jun_decorated,LOOT_JUN_ITEMSET_38_DECORATED,0,0x100D319,0x100D312,0x100D313,0x100D314,0x100D315,0x100D316,0x100D317,0x100D318,,LootDrop5,
171,itemset_jun_ohhrah,LOOT_JUN_ITEMSET_39_OOHRAH,0,0x100D322,0x100D31B,0x100D31C,0x100D31D,0x100D31E,0x100D31F,0x100D320,0x100D321,,LootDrop5,
172,itemset_jun_splash,LOOT_JUN_ITEMSET_40_SPLASH,0,0x100D32B,0x100D324,0x100D325,0x100D326,0x100D327,0x100D328,0x100D329,0x100D32A,,LootDrop5,
173,itemset_jun_boom,LOOT_JUN_ITEMSET_41_BOOM,0,0x100D334,0x100D32D,0x100D32E,0x100D32F,0x100D330,0x100D331,0x100D332,0x100D333,,LootDrop5,
174,itemset_jun_subdivision,LOOT_JUN_ITEMSET_42_SUBDIVISION,0,0x100D229,0x100D222,0x100D223,0x100D224,0x100D225,0x100D226,0x100D227,0x100D228,,LootDrop5,
175,itemset_jun_monarch,LOOT_JUN_ITEMSET_43_MONARCH,0,0x100D232,0x100D22B,0x100D22C,0x100D22D,0x100D22E,0x100D22F,0x100D230,0x100D231,,LootDrop5,
176,itemset_jun_interrupt,LOOT_JUN_ITEMSET_44_INTERRUPT,0,0x100D23B,0x100D234,0x100D235,0x100D236,0x100D237,0x100D238,0x100D239,0x100D23A,,LootDrop5,
177,itemset_jun_phantasm,LOOT_JUN_ITEMSET_45_PHANTASM,0,0x100D244,0x100D23D,0x100D23E,0x100D23F,0x100D240,0x100D241,0x100D242,0x100D243,,LootDrop5,
178,itemset_jun_rangers,LOOT_JUN_ITEMSET_07_RANGER,0,0x100D1AC,0x100D344,0x100D345,0x100D346,0x100D347,0x100D348,0x100D349,,,LootDrop5,
179,itemset_aug_lynxcq300,LOOT_AUG_ITEMSET_01_LYNXCQ300,0,0x100D1A6,0x100D354,0x100D385,0x100D3A1,0x100D3BF,0x100D3E7,0x6300056,,,LootDrop6,
180,itemset_aug_pkpsd9,LOOT_AUG_ITEMSET_02_PKPSD9,0,0x100D1A8,0x100D355,0x100D386,0x100D3A2,0x100D3C0,0x100D3E8,0x6300058,,,LootDrop6,
181,itemset_aug_br9,LOOT_AUG_ITEMSET_03_BR9,0,0x100D1B0,0x100D10F,0x100D356,0x100D387,0x100D3C1,0x100D3E9,0x6300057,,,LootDrop6,
182,itemset_aug_centermass,LOOT_AUG_ITEMSET_04_CENTERMASS,0,0x100D394,0x100D357,0x100D388,0x100D3A3,0x100D3C2,0x100D3EA,0x6300059,,,LootDrop6,
183,itemset_aug_elder,LOOT_AUG_ITEMSET_05_ELDER,0,0x100D396,0x100D358,0x100D389,0x100D3A4,0x100D3C3,0x100D3EB,0x630005A,,,LootDrop6,
184,itemset_aug_obsidian,LOOT_AUG_ITEMSET_06_OBSIDIAN,0,0x100D398,0x100D359,0x100D38A,0x100D3A5,0x100D3C4,0x100D40D,0x630005B,,,LootDrop6,
185,itemset_aug_ghillie,LOOT_AUG_ITEMSET_07_GHILLIE,0,0x100D39A,0x100D35A,0x100D38B,0x100D3A6,0x100D3C5,0x100D3EC,0x630005C,,,LootDrop6,
186,itemset_aug_urbanoperator,LOOT_AUG_ITEMSET_08_URBANOPERATOR,0,0x100D39C,0x100D35B,0x100D38C,0x100D3A7,0x100D3C6,0x100D3ED,0x630005D,,,LootDrop6,
187,itemset_aug_firedrake,LOOT_AUG_ITEMSET_09_FIREDRAKE,0,0x100D39E,0x100D35C,0x100D38D,0x100D3A8,0x100D3C7,0x100D40E,0x630005E,,,LootDrop6,
188,itemset_aug_specops,LOOT_AUG_ITEMSET_10_SPECOPS,0,0x100D392,0x100D35D,0x100D38E,0x100D3A9,0x100D3C8,0x100D3EE,0x630005F,,,LootDrop6,
189,itemset_aug_enforce,LOOT_AUG_ITEMSET_11_ENFORCE,0,0x100D111,0x100D35E,0x100D38F,0x100D3AA,0x100D3C9,0x100D3EF,0x6300060,,,LootDrop6,
190,itemset_aug_barber,LOOT_AUG_ITEMSET_12_BARBER,0,0x100D10D,0x100D3A0,0x100D35F,0x100D390,0x100D3AB,0x100D3CA,0x100D3F0,0x6300061,,LootDrop6,
191,itemset_aug_dangerclose,LOOT_AUG_ITEMSET_13_DANGERCLOSE,0,0x100D10B,0x100D360,0x100D391,0x100D3AC,0x100D3CB,0x100D3F1,0x6300062,,,LootDrop6,
192,itemset_aug_pharaoh,LOOT_AUG_ITEMSET_14_PHARAOH,0,0x100D3D3,0x100D3CC,0x100D3CD,0x100D3CE,0x100D3CF,0x100D3D0,0x100D3D1,0x100D3D2,,LootDrop6,
193,itemset_aug_nitro,LOOT_AUG_ITEMSET_15_NITRO,0,0x100D3DC,0x100D3D5,0x100D3D6,0x100D3D7,0x100D3D8,0x100D3D9,0x100D3DA,0x100D3DB,,LootDrop6,
194,itemset_aug_extraterrestrial,LOOT_AUG_ITEMSET_16_EXTRATERRESTRIAL,0,0x100D3E5,0x100D3DE,0x100D3DF,0x100D3E0,0x100D3E1,0x100D3E2,0x100D3E3,0x100D3E4,,LootDrop6,
195,itemset_aug_cosmos,LOOT_AUG_ITEMSET_17_COSMOS,0,0x100D368,0x100D361,0x100D362,0x100D363,0x100D364,0x100D365,0x100D366,0x100D367,,LootDrop6,
196,itemset_aug_sweettooth,LOOT_AUG_ITEMSET_18_SWEETTOOTH,0,0x100D371,0x100D36A,0x100D36B,0x100D36C,0x100D36D,0x100D36E,0x100D36F,0x100D370,,LootDrop6,
197,itemset_aug_tomahawk,LOOT_AUG_ITEMSET_19_TOMAHAWK,0,0x100D37A,0x100D373,0x100D374,0x100D375,0x100D376,0x100D377,0x100D378,0x100D379,,LootDrop6,
198,itemset_aug_super,LOOT_AUG_ITEMSET_20_SUPER,0,0x100D383,0x100D37C,0x100D37D,0x100D37E,0x100D37F,0x100D380,0x100D381,0x100D382,,LootDrop6,
199,itemset_aug_nightstalker,LOOT_AUG_ITEMSET_21_NIGHTSTALKER,0,0x100D3F9,0x100D3F2,0x100D3F3,0x100D3F4,0x100D3F5,0x100D3F6,0x100D3F7,0x100D3F8,,LootDrop6,
200,itemset_aug_mojo,LOOT_AUG_ITEMSET_22_MOJO,0,0x100D402,0x100D3FB,0x100D3FC,0x100D3FD,0x100D3FE,0x100D3FF,0x100D400,0x100D401,,LootDrop6,
201,itemset_aug_weaponsfree,LOOT_AUG_ITEMSET_23_WEAPONSFREE,0,0x100D40B,0x100D404,0x100D405,0x100D406,0x100D407,0x100D408,0x100D409,0x100D40A,,LootDrop6,
202,itemset_aug_monarch,LOOT_AUG_ITEMSET_24_MONARCH,0,0x100D3B4,0x100D3AD,0x100D3AE,0x100D3AF,0x100D3B0,0x100D3B1,0x100D3B2,0x100D3B3,,LootDrop6,
203,itemset_aug_wildcard,LOOT_AUG_ITEMSET_25_WILDCARD,0,0x100D3BD,0x100D3B6,0x100D3B7,0x100D3B8,0x100D3B9,0x100D3BA,0x100D3BB,0x100D3BC,,LootDrop6,
