zone_names,comments,streamed_ambience,dynamic_ambience,mix,reverb,filter,occlusion,,,,,,,,,,,,,,,
underwater,wpn_npc_sub,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,wpn_npc_tail,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,wpn_npc_dist,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,wpn_foley_plr,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,mw3_wpn_foley_npc,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,tactical_npc_special,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,footstep_plr,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,footstep_npc,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,footstep_water_plr,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,foley_npc,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,foley_plr,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,foley_plr_special,1.5,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,explosion_critical,2.3,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,vehicle_plr,0,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,vehicle_plr_special,2,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,bullet_impact_special,1.2,0.05,0.05,,,,,,,,,,,,,,,,,,
underwater,footstep_mech,1.5,0.05,0.05,,,,,,,,,,,,,,,,,,
flashbang,set_all,0.2,0.05,0.05,,,,,,,,,,,,,,,,,,
flashbang,hud,1,0.05,0.05,,,,,,,,,,,,,,,,,,
flashbang,frontend_sfx,1,0.05,0.05,,,,,,,,,,,,,,,,,,
flashbang,music,1,0.05,0.05,,,,,,,,,,,,,,,,,,
flashbang,wpn_plr_shot,0.3,0.05,0.05,,,,,,,,,,,,,,,,,,
flashbang,wpn_plr_mech,0.3,0.05,0.05,,,,,,,,,,,,,,,,,,
flashbang,wpn_plr_sub,0.3,0.05,0.05,,,,,,,,,,,,,,,,,,
flashbang,dialog,0.7,0.05,0.05,,,,,,,,,,,,,,,,,,
flashbang,dialog_critical,0.7,0.05,0.05,,,,,,,,,,,,,,,,,,
flashbang,dialog_radio,0.7,0.05,0.05,,,,,,,,,,,,,,,,,,
sonic_attack,tactical_plr_special,2,0.05,0.05,,,,,,,,,,,,,,,,,,
music,music,1,,,,,,,,,,,,,,,,,,,,
music,music_big,1,,,,,,,,,,,,,,,,,,,,
ambi,amb_quad,1,,,,,,,,,,,,,,,,,,,,
ambi,amb_emitter,1,,,,,,,,,,,,,,,,,,,,
ambi,amb_damb,1,,,,,,,,,,,,,,,,,,,,
foam_grenade_mix,tactical_plr_special,4,0.05,0.05,,,,,,,,,,,,,,,,,,
mute_footsteps,footstep_plr,0,0,0,,,,,,,,,,,,,,,,,,
slomo,wpn_npc_shot,2,0,0,,,,,,,,,,,,,,,,,,
slomo,tactical_plr_special,3,0,0,,,,,,,,,,,,,,,,,,
slomo,wpn_plr_shot,0.75,0.05,0.05,,,,,,,,,,,,,,,,,,
slomo,amb_quad,0,0.05,0.05,,,,,,,,,,,,,,,,,,
slomo,amb_emitter,1,0.05,0.05,,,,,,,,,,,,,,,,,,
slomo,amb_damb,0,0.05,0.05,,,,,,,,,,,,,,,,,,
slomo,physics,0,0.05,0.05,,,,,,,,,,,,,,,,,,
slomo,mw3_vox_enemy,0,0.05,0.05,,,,,,,,,,,,,,,,,,
slomo,foley_npc,0,0.05,0.05,,,,,,,,,,,,,,,,,,
slomo,mw3_DEPRECATED_na,0,0.05,0.05,,,,,,,,,,,,,,,,,,
slomo,mw3_shellcasings,0,0.05,0.05,,,,,,,,,,,,,,,,,,
slomo,bullet_impact_npc,0,0.05,0.05,,,,,,,,,,,,,,,,,,
slomo,mw3_bodyfall,0,0.05,0.05,,,,,,,,,,,,,,,,,,
explosive_breach_left_mix,wpn_npc_shot,0,0.05,0.5,,,,,,,,,,,,,,,,,,
explosive_breach_left_mix,wpn_npc_dist,0,0.05,0.5,,,,,,,,,,,,,,,,,,
explosive_breach_left_mix,wpn_npc_tail,0,0.05,0.5,,,,,,,,,,,,,,,,,,
explosive_breach_left_mix,scripted9,4,0.05,0.5,,,,,,,,,,,,,,,,,,
sp_common_global_mix,big_moment,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,bodyfall,1,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,bullet_impact_geo,7,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,bullet_impact_npc,1,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,bullet_impact_plr,1,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,bullet_whizby,7,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,chatter_enemy,1.7,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,chatter_friendly,1.7,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,dialog_critical,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,deaths_door,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,dialog,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,dialog_critical,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,dialog_radio,0.8,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,explosion,0.97,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,explosion_car,0.97,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,explosion_critical,1.3,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,explosion_grenade,1.3,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,explosion_flashbang,1.3,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,explosion_rocket,1.3,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,footstep_plr,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,footstep_npc,2,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,foley_npc,0.42,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,foley_plr,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,frontend_sfx,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,fullvolume,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,grenadebounce,2.5,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,melee_hit,3.5,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,melee_plr,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,melee_npc,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,music,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,physics,0.8,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,plr_internal,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,shellcasings,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,wpn_projectile,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,wpn_foley_npc,0.42,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,wpn_foley_plr,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,wpn_npc_dist,1.35,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,wpn_npc_mech,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,wpn_npc_shot,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,wpn_npc_sub,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,wpn_npc_tail,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,wpn_plr_mech,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,wpn_plr_shot,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,wpn_plr_shot_special,1.35,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,wpn_plr_sub,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,wpn_plr_tail,1.25,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,vox_enemy,4,,,,,,,,,,,,,,,,,,,,
sp_common_global_mix,vox_friendly,4,,,,,,,,,,,,,,,,,,,,
ads_mix,wpn_plr_mech,4,0.1,0.2,,,,,,,,,,,,,,,,,,
ads_mix,wpn_plr_sub,4,0.1,0.2,,,,,,,,,,,,,,,,,,
sniper_ads_mix,wpn_plr_mech,4,0.1,0.2,,,,,,,,,,,,,,,,,,
sniper_ads_mix,wpn_plr_sub,4,0.1,0.2,,,,,,,,,,,,,,,,,,
sniper_ads_mix,explosion,0.7,0.1,0.2,,,,,,,,,,,,,,,,,,
sniper_ads_mix,explosion_car,0.7,0.1,0.2,,,,,,,,,,,,,,,,,,
sniper_ads_mix,explosion_grenade,0.7,0.1,0.2,,,,,,,,,,,,,,,,,,
sniper_ads_mix,explosion_rocket,0.7,0.1,0.2,,,,,,,,,,,,,,,,,,
sniper_ads_mix,footstep_plr,0.7,0.1,0.2,,,,,,,,,,,,,,,,,,
sniper_ads_mix,footstep_npc,0.7,0.1,0.2,,,,,,,,,,,,,,,,,,
sniper_ads_mix,foley_npc,0.7,0.1,0.2,,,,,,,,,,,,,,,,,,
sniper_ads_mix,wpn_npc_dist,0.7,0.1,0.2,,,,,,,,,,,,,,,,,,
sniper_ads_mix,wpn_npc_mech,0.7,0.1,0.2,,,,,,,,,,,,,,,,,,
sniper_ads_mix,wpn_npc_shot,0.7,0.1,0.2,,,,,,,,,,,,,,,,,,
sniper_ads_mix,wpn_npc_sub,0.7,0.1,0.2,,,,,,,,,,,,,,,,,,
sniper_ads_mix,wpn_npc_tail,0.7,0.1,0.2,,,,,,,,,,,,,,,,,,
sniper_ads_mix,amb_quad,0.7,0.1,0.2,,,,,,,,,,,,,,,,,,
sniper_ads_mix,amb_damb,0.7,0.1,0.2,,,,,,,,,,,,,,,,,,
sniper_ads_mix,amb_emitter,0.7,0.1,0.2,,,,,,,,,,,,,,,,,,
sniper_ads_mix,amb_emitter_int,0.7,0.1,0.2,,,,,,,,,,,,,,,,,,
sniper_ads_mix,amb_emitter_ext,0.7,0.1,0.2,,,,,,,,,,,,,,,,,,
debug_solo_foley,set_all,0,0.1,0.1,,,,,,,,,,,,,,,,,,
debug_solo_foley,foley_plr,1,0.1,0.1,,,,,,,,,,,,,,,,,,
debug_solo_footstep,set_all,0,0.1,0.1,,,,,,,,,,,,,,,,,,
debug_solo_footstep,footstep_plr,1,0.1,0.1,,,,,,,,,,,,,,,,,,
debug_solo_whizby,set_all,0,0.1,0.1,,,,,,,,,,,,,,,,,,
debug_solo_whizby,bullet_whizby,1,0.1,0.1,,,,,,,,,,,,,,,,,,
debug_solo_impact,set_all,0,0.1,0.1,,,,,,,,,,,,,,,,,,
debug_solo_impact,bullet_impact_geo,1,0.1,0.1,,,,,,,,,,,,,,,,,,
debug_solo_vehicles,set_all,0,,,,,,,,,,,,,,,,,,,,
debug_solo_vehicles,vehicle_plr,1,,,,,,,,,,,,,,,,,,,,
debug_solo_vehicles,vehicle_npc,1,,,,,,,,,,,,,,,,,,,,
debug_solo_vehicles,vehicle,1,,,,,,,,,,,,,,,,,,,,
debug_solo_vehicles,vehicle_pdrone,1,,,,,,,,,,,,,,,,,,,,
debug_solo_vehicles,vehicle_amb,1,,,,,,,,,,,,,,,,,,,,
debug_solo_vehicle_plr,set_all,0,0.5,0.5,,,,,,,,,,,,,,,,,,
debug_solo_vehicle_plr,vehicle_plr,1,0.5,0.5,,,,,,,,,,,,,,,,,,
debug_solo_music,set_all,0,0.05,0.05,,,,,,,,,,,,,,,,,,
debug_solo_music,frontend_music,1,,,,,,,,,,,,,,,,,,,,
debug_solo_music,music,1,,,,,,,,,,,,,,,,,,,,
debug_solo_music,music_big,1,,,,,,,,,,,,,,,,,,,,
debug_solo_music,music_emitter,1,,,,,,,,,,,,,,,,,,,,
debug_mute_music,frontend_music,0,,,,,,,,,,,,,,,,,,,,
debug_mute_music,music,0,,,,,,,,,,,,,,,,,,,,
debug_mute_music,music_big,0,,,,,,,,,,,,,,,,,,,,
debug_mute_music,music_emitter,0,,,,,,,,,,,,,,,,,,,,
debug_solo_vo,set_all,0,,,,,,,,,,,,,,,,,,,,
debug_solo_vo,chatter_friendly,1,,,,,,,,,,,,,,,,,,,,
debug_solo_vo,chatter_enemy,1,,,,,,,,,,,,,,,,,,,,
debug_solo_vo,vox_friendly,1,,,,,,,,,,,,,,,,,,,,
debug_solo_vo,vox_enemy,1,,,,,,,,,,,,,,,,,,,,
debug_solo_vo,dialog,1,,,,,,,,,,,,,,,,,,,,
debug_solo_vo,dialog_radio,1,,,,,,,,,,,,,,,,,,,,
debug_solo_vo,dialog_critical,1,,,,,,,,,,,,,,,,,,,,
debug_solo_vo,dialog_amb,1,,,,,,,,,,,,,,,,,,,,
debug_mute_vo,chatter_friendly,0,,,,,,,,,,,,,,,,,,,,
debug_mute_vo,chatter_enemy,0,,,,,,,,,,,,,,,,,,,,
debug_mute_vo,vox_friendly,0,,,,,,,,,,,,,,,,,,,,
debug_mute_vo,vox_enemy,0,,,,,,,,,,,,,,,,,,,,
debug_mute_vo,dialog,0,,,,,,,,,,,,,,,,,,,,
debug_mute_vo,dialog_radio,0,,,,,,,,,,,,,,,,,,,,
debug_mute_vo,dialog_critical,0,,,,,,,,,,,,,,,,,,,,
debug_mute_vo,dialog_amb,0,,,,,,,,,,,,,,,,,,,,
debug_boost_vo,set_all,0.25,,,,,,,,,,,,,,,,,,,,
debug_boost_vo,chatter_friendly,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo,chatter_enemy,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo,vox_friendly,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo,vox_enemy,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo,dialog,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo,dialog_radio,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo,dialog_critical,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo,dialog_amb,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo_med,set_all,0.5,,,,,,,,,,,,,,,,,,,,
debug_boost_vo_med,chatter_friendly,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo_med,chatter_enemy,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo_med,vox_friendly,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo_med,vox_enemy,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo_med,dialog,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo_med,dialog_radio,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo_med,dialog_critical,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo_med,dialog_amb,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo_lite,set_all,0.7,,,,,,,,,,,,,,,,,,,,
debug_boost_vo_lite,chatter_friendly,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo_lite,chatter_enemy,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo_lite,vox_friendly,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo_lite,vox_enemy,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo_lite,dialog,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo_lite,dialog_radio,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo_lite,dialog_critical,1,,,,,,,,,,,,,,,,,,,,
debug_boost_vo_lite,dialog_amb,1,,,,,,,,,,,,,,,,,,,,
debug_solo_dialog,set_all,0,,,,,,,,,,,,,,,,,,,,
debug_solo_dialog,dialog,1,,,,,,,,,,,,,,,,,,,,
debug_solo_dialog,dialog_radio,1,,,,,,,,,,,,,,,,,,,,
debug_solo_dialog,dialog_critical,1,,,,,,,,,,,,,,,,,,,,
debug_mute_dialog,dialog,0,,,,,,,,,,,,,,,,,,,,
debug_mute_dialog,dialog_radio,0,,,,,,,,,,,,,,,,,,,,
debug_mute_dialog,dialog_critical,0,,,,,,,,,,,,,,,,,,,,
debug_solo_amb_emitter,set_all,0,,,,,,,,,,,,,,,,,,,,
debug_solo_amb_emitter,amb_emitter,1,,,,,,,,,,,,,,,,,,,,
debug_reference_calibration,set_all,0,,,,,,,,,,,,,,,,,,,,
debug_reference_calibration,big_moment,10,,,,,,,,,,,,,,,,,,,,
debug_mute_amb_mus_vo,chatter_friendly,0,,,,,,,,,,,,,,,,,,,,
debug_mute_amb_mus_vo,chatter_enemy,0,,,,,,,,,,,,,,,,,,,,
debug_mute_amb_mus_vo,vox_friendly,0,,,,,,,,,,,,,,,,,,,,
debug_mute_amb_mus_vo,vox_enemy,0,,,,,,,,,,,,,,,,,,,,
debug_mute_amb_mus_vo,dialog,0,,,,,,,,,,,,,,,,,,,,
debug_mute_amb_mus_vo,dialog_radio,0,,,,,,,,,,,,,,,,,,,,
debug_mute_amb_mus_vo,dialog_critical,0,,,,,,,,,,,,,,,,,,,,
debug_mute_amb_mus_vo,dialog_amb,0,,,,,,,,,,,,,,,,,,,,
debug_mute_amb_mus_vo,frontend_music,0,,,,,,,,,,,,,,,,,,,,
debug_mute_amb_mus_vo,music,0,,,,,,,,,,,,,,,,,,,,
debug_mute_amb_mus_vo,music_big,0,,,,,,,,,,,,,,,,,,,,
debug_mute_amb_mus_vo,music_emitter,0,,,,,,,,,,,,,,,,,,,,
debug_mute_amb_mus_vo,amb_quad,0,,,,,,,,,,,,,,,,,,,,
debug_mute_amb_mus_vo,amb_dist,0,,,,,,,,,,,,,,,,,,,,
debug_mute_amb_mus_vo,amb_damb,0,,,,,,,,,,,,,,,,,,,,
debug_mute_amb_mus_vo,amb_damb_big,0,,,,,,,,,,,,,,,,,,,,
debug_mute_amb_mus_vo,amb_emitter,0,,,,,,,,,,,,,,,,,,,,
debug_mute_amb_mus_vo,amb_emitter_int,0,,,,,,,,,,,,,,,,,,,,
debug_mute_amb_mus_vo,amb_emitter_ext,0,,,,,,,,,,,,,,,,,,,,
